Name;NSta;NGroup;NRawSlotNum;TCPSegmentSize;IPCameraDataRate;DataMode;EDCAQueueLength;TCPConnected;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;DropTCPTxBufferExceeded
NGroup2NRawSlotNum2TCPSegmentSize536IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;2;536;2;MCS2_8;0;1;309.7;293;1045.7;0;180.7;0
NGroup4NRawSlotNum2TCPSegmentSize536IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;2;536;2;MCS2_8;0;1;326;303.7;1087.6;0;409.8;0
NGroup8NRawSlotNum2TCPSegmentSize536IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;2;536;2;MCS2_8;0;1;315.1;293.7;1076;0;465.4;0
NGroup1NRawSlotNum5TCPSegmentSize536IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;5;536;2;MCS2_8;0;1;226.6;197.2;938;0;98;0
NGroup2NRawSlotNum5TCPSegmentSize536IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;5;536;2;MCS2_8;0;1;223;194.7;939.9;0;165.1;0
NGroup4NRawSlotNum5TCPSegmentSize536IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;5;536;2;MCS2_8;0;1;250.8;205.8;986.2;0;377.4;0
NGroup8NRawSlotNum5TCPSegmentSize536IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;5;536;2;MCS2_8;0;1;250.8;205.8;986.2;0;388.8;0
NGroup2NRawSlotNum1TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;1;1072;2;MCS2_8;0;1;216.2;212.5;595.1;0;184.7;0
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;1;1072;2;MCS2_8;0;1;274.2;269.5;646.9;0.3;108.5;0
NGroup4NRawSlotNum1TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;1;1072;2;MCS2_8;0;1;219;212.6;608.1;0;434.4;0
NGroup8NRawSlotNum1TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;1;1072;2;MCS2_8;0;1;225.9;220.8;617.7;0;528.1;0
NGroup1NRawSlotNum2TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;2;1072;2;MCS2_8;0;1;164.3;160.1;535.6;0;98.4;0
NGroup2NRawSlotNum2TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;2;1072;2;MCS2_8;0;1;161.8;156.1;534.1;0;176.6;0
NGroup4NRawSlotNum2TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;2;1072;2;MCS2_8;0;1;162.2;154.6;549.3;0;398.3;0
NGroup8NRawSlotNum2TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;2;1072;2;MCS2_8;0;1;160.3;152.1;547.1;0;437.7;0
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;5;1072;2;MCS2_8;0;1;128;117.4;492.7;0;96.9;0
NGroup2NRawSlotNum5TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;5;1072;2;MCS2_8;0;1;129.5;119.1;497.3;0;164.7;0
NGroup4NRawSlotNum5TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;5;1072;2;MCS2_8;0;1;135.6;117.4;515.7;0;370.8;0
NGroup8NRawSlotNum5TCPSegmentSize1072IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;5;1072;2;MCS2_8;0;1;135.6;117.4;515.7;0;374.3;0
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;1;1608;2;MCS2_8;0;1;203.9;201.7;513.6;0.3;105.7;0
NGroup2NRawSlotNum1TCPSegmentSize1608IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;1;1608;2;MCS2_8;0;1;166.5;164.5;476.8;0;186.4;0
NGroup4NRawSlotNum1TCPSegmentSize1608IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;1;1608;2;MCS2_8;0;1;171.9;167.9;481.3;0;423.1;0
NGroup8NRawSlotNum1TCPSegmentSize1608IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;1;1608;2;MCS2_8;0;1;170.7;166.8;479.6;0;500.2;0
NGroup1NRawSlotNum2TCPSegmentSize1608IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;2;1608;2;MCS2_8;0;1;113.8;110.8;422;0;96.9;0
NGroup2NRawSlotNum2TCPSegmentSize1608IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;2;1608;2;MCS2_8;0;1;119.1;115.5;426.6;0;172.8;0
NGroup4NRawSlotNum2TCPSegmentSize1608IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;2;1608;2;MCS2_8;0;1;130.7;125.7;439.4;0;396.5;0
NGroup8NRawSlotNum2TCPSegmentSize1608IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;2;1608;2;MCS2_8;0;1;126.8;122.3;435.3;0;433.7;0
NGroup1NRawSlotNum5TCPSegmentSize1608IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;5;1608;2;MCS2_8;0;1;113.9;96.5;406.9;0;98.6;0
NGroup2NRawSlotNum5TCPSegmentSize1608IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;5;1608;2;MCS2_8;0;1;114.2;96.6;407.1;0;166.6;0
NGroup4NRawSlotNum5TCPSegmentSize1608IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;5;1608;2;MCS2_8;0;1;122.1;102.2;413.7;0;373.2;0
NGroup8NRawSlotNum5TCPSegmentSize1608IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;5;1608;2;MCS2_8;0;1;122.1;102.2;413.7;0;378.1;0
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;1;2144;2;MCS2_8;0;1;125.8;125.3;315.7;0;105.4;0
NGroup2NRawSlotNum1TCPSegmentSize2144IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;1;2144;2;MCS2_8;0;1;114.7;114.1;304.6;0;176.6;0
NGroup4NRawSlotNum1TCPSegmentSize2144IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;1;2144;2;MCS2_8;0;1;118;116.9;316.1;0;401.7;0
NGroup8NRawSlotNum1TCPSegmentSize2144IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;1;2144;2;MCS2_8;0;1;123;122.4;319.3;0;471.7;0
NGroup1NRawSlotNum2TCPSegmentSize2144IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;2;2144;2;MCS2_8;0;1;86.2;85.8;275.8;0;96.3;0
NGroup2NRawSlotNum2TCPSegmentSize2144IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;2;2144;2;MCS2_8;0;1;86.2;85.8;275.9;0;165.2;0
NGroup8NRawSlotNum2TCPSegmentSize2144IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;2;2144;2;MCS2_8;0;1;91.1;88.5;284.4;0;379.3;0
NGroup4NRawSlotNum2TCPSegmentSize2144IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;2;2144;2;MCS2_8;0;1;87.1;85.1;280.1;0;374;0
NGroup1NRawSlotNum5TCPSegmentSize2144IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;5;2144;2;MCS2_8;0;1;69.9;69.9;259.4;0;100.1;0
NGroup2NRawSlotNum5TCPSegmentSize2144IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;5;2144;2;MCS2_8;0;1;70.1;69.9;260.2;0;168.9;0
NGroup4NRawSlotNum5TCPSegmentSize2144IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;5;2144;2;MCS2_8;0;1;71.1;70.6;261.3;0;381.2;0
NGroup8NRawSlotNum5TCPSegmentSize2144IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;5;2144;2;MCS2_8;0;1;71.1;70.6;261.3;0;392.5;0
NGroup1NRawSlotNum1TCPSegmentSize2680IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;1;2680;2;MCS2_8;0;1;183.5;183.1;434.4;0;128.6;0
NGroup2NRawSlotNum1TCPSegmentSize2680IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;1;2680;2;MCS2_8;0;1;160.8;159.6;411.2;0;219.2;0
NGroup4NRawSlotNum1TCPSegmentSize2680IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;1;2680;2;MCS2_8;0;1;159.9;158.9;420.1;0;478.1;0
NGroup8NRawSlotNum1TCPSegmentSize2680IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;1;2680;2;MCS2_8;0;1;162.6;161.4;422.2;0;596.4;0
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;2;2680;2;MCS2_8;0;1;110;109.5;361.2;0;111.5;0
NGroup2NRawSlotNum2TCPSegmentSize2680IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;2;2680;2;MCS2_8;0;1;115.5;114.6;366.8;0;194.6;0
NGroup4NRawSlotNum2TCPSegmentSize2680IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;2;2680;2;MCS2_8;0;1;123.5;119.4;382;0;425;0
NGroup8NRawSlotNum2TCPSegmentSize2680IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;2;2680;2;MCS2_8;0;1;119;116;377.8;0;485.1;0
NGroup1NRawSlotNum5TCPSegmentSize2680IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;5;2680;2;MCS2_8;0;1;87.1;87;339.2;0;107.4;0
NGroup2NRawSlotNum5TCPSegmentSize2680IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;5;2680;2;MCS2_8;0;1;87;87;341;0;180.7;0
NGroup4NRawSlotNum5TCPSegmentSize2680IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;5;2680;2;MCS2_8;0;1;118.5;102.2;382.7;0;395.6;0
NGroup8NRawSlotNum5TCPSegmentSize2680IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;5;2680;2;MCS2_8;0;1;116.4;100.1;380.4;0;412.1;0
NGroup1NRawSlotNum1TCPSegmentSize3216IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;1;3216;2;MCS2_8;0;1;186.2;186;438.1;0;131;0
NGroup2NRawSlotNum1TCPSegmentSize3216IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;1;3216;2;MCS2_8;0;1;163.1;161.7;414.4;0;223.4;0
NGroup4NRawSlotNum1TCPSegmentSize3216IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;1;3216;2;MCS2_8;0;1;157.1;156.4;416.8;0;487.2;0
NGroup8NRawSlotNum1TCPSegmentSize3216IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;1;3216;2;MCS2_8;0;1;161.4;160.6;419.5;0;623.1;0
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;2;3216;2;MCS2_8;0;1;117.8;116.2;367.8;0;114.9;0
NGroup2NRawSlotNum2TCPSegmentSize3216IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;2;3216;2;MCS2_8;0;1;111.6;110.5;362.7;0;194.4;0
NGroup4NRawSlotNum2TCPSegmentSize3216IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;2;3216;2;MCS2_8;0;1;112.5;109.7;370.7;0;433.7;0
NGroup8NRawSlotNum2TCPSegmentSize3216IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;2;3216;2;MCS2_8;0;1;119.3;115.9;377.6;0;504.1;0
NGroup1NRawSlotNum5TCPSegmentSize3216IpCameraDataRate2Nsta10DataModeMCS2_8;10;1;5;3216;2;MCS2_8;0;1;85.6;85.6;338.1;0;108.6;0
NGroup2NRawSlotNum5TCPSegmentSize3216IpCameraDataRate2Nsta10DataModeMCS2_8;10;2;5;3216;2;MCS2_8;0;1;85.6;85.6;339.1;0;182;0
NGroup4NRawSlotNum5TCPSegmentSize3216IpCameraDataRate2Nsta10DataModeMCS2_8;10;4;5;3216;2;MCS2_8;0;1;111.9;97.5;377.3;0;395.5;0
NGroup8NRawSlotNum5TCPSegmentSize3216IpCameraDataRate2Nsta10DataModeMCS2_8;10;8;5;3216;2;MCS2_8;0;1;111.9;97.5;377.3;0;418;0
NGroup1NRawSlotNum1TCPSegmentSize536IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;1;536;4;MCS2_8;0;1;1364.2;1332.1;2872.4;16.5;106.7;0
NGroup2NRawSlotNum1TCPSegmentSize536IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;1;536;4;MCS2_8;0;1;885;856.5;2406.9;0;180.9;0
NGroup4NRawSlotNum1TCPSegmentSize536IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;1;536;4;MCS2_8;0;1;916.7;884.6;2500.4;0;327.5;0
NGroup8NRawSlotNum1TCPSegmentSize536IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;1;536;4;MCS2_8;0;1;914.8;883.3;2498.2;0;616.3;0
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;2;536;4;MCS2_8;0;1;633.1;598.3;2118.5;0;101.6;0
NGroup2NRawSlotNum2TCPSegmentSize536IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;2;536;4;MCS2_8;0;1;631.6;592.2;2130.2;0;163;0
NGroup4NRawSlotNum2TCPSegmentSize536IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;2;536;4;MCS2_8;0;1;641.3;597.5;2197.6;0;299;0
NGroup8NRawSlotNum2TCPSegmentSize536IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;2;536;4;MCS2_8;0;1;641.4;598.8;2194.8;0;554.5;0
NGroup1NRawSlotNum5TCPSegmentSize536IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;5;536;4;MCS2_8;0;1;463.7;406.2;1917.9;0;98.3;0
NGroup2NRawSlotNum5TCPSegmentSize536IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;5;536;4;MCS2_8;0;1;458.2;399;1919.8;0;152.4;0
NGroup4NRawSlotNum5TCPSegmentSize536IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;5;536;4;MCS2_8;0;1;507.4;414.4;2008.2;0;267.1;0
NGroup8NRawSlotNum5TCPSegmentSize536IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;5;536;4;MCS2_8;0;1;507;416.3;2007.5;0;477.9;0
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;1;1072;4;MCS2_8;0;1;577.7;568.1;1335.6;0.4;107.3;0
NGroup2NRawSlotNum1TCPSegmentSize1072IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;1;1072;4;MCS2_8;0;1;440.7;430.9;1206.3;0;179.8;0
NGroup4NRawSlotNum1TCPSegmentSize1072IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;1;1072;4;MCS2_8;0;1;449.8;440;1243.8;0;324.8;0
NGroup8NRawSlotNum1TCPSegmentSize1072IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;1;1072;4;MCS2_8;0;1;449.8;440.1;1244.1;0;603.3;0
NGroup1NRawSlotNum2TCPSegmentSize1072IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;2;1072;4;MCS2_8;0;1;324.7;316.6;1081;0;103.3;0
NGroup2NRawSlotNum2TCPSegmentSize1072IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;2;1072;4;MCS2_8;0;1;329.2;317.6;1084.1;0;163.7;0
NGroup4NRawSlotNum2TCPSegmentSize1072IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;2;1072;4;MCS2_8;0;1;331.1;315.6;1117.7;0;292;0
NGroup8NRawSlotNum2TCPSegmentSize1072IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;2;1072;4;MCS2_8;0;1;333;317.6;1121.6;0;526.2;0
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;5;1072;4;MCS2_8;0;1;254.9;233.5;996.7;0;97.4;0
NGroup2NRawSlotNum5TCPSegmentSize1072IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;5;1072;4;MCS2_8;0;1;263.9;243.1;1011.7;0;149.3;0
NGroup4NRawSlotNum5TCPSegmentSize1072IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;5;1072;4;MCS2_8;0;1;276.6;239.1;1047.7;0;259.9;0
NGroup8NRawSlotNum5TCPSegmentSize1072IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;5;1072;4;MCS2_8;0;1;276.6;239.1;1047.7;0;461.9;0
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;1;1608;4;MCS2_8;0;1;394.2;390.5;1024.2;0;106.7;0
NGroup2NRawSlotNum1TCPSegmentSize1608IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;1;1608;4;MCS2_8;0;1;334.3;330.9;965.2;0;172.3;0
NGroup4NRawSlotNum1TCPSegmentSize1608IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;1;1608;4;MCS2_8;0;1;346.7;341.9;978.7;0;318.7;0
NGroup8NRawSlotNum1TCPSegmentSize1608IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;1;1608;4;MCS2_8;0;1;351.1;344.8;981.3;0;590.1;0
NGroup1NRawSlotNum2TCPSegmentSize1608IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;2;1608;4;MCS2_8;0;1;230.8;223.9;856.9;0;101.1;0
NGroup2NRawSlotNum2TCPSegmentSize1608IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;2;1608;4;MCS2_8;0;1;242.4;235;867.9;0;158.2;0
NGroup4NRawSlotNum2TCPSegmentSize1608IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;2;1608;4;MCS2_8;0;1;260.1;249.1;887;0;284.1;0
NGroup8NRawSlotNum2TCPSegmentSize1608IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;2;1608;4;MCS2_8;0;1;255.6;246;881.5;0;507.2;0
NGroup1NRawSlotNum5TCPSegmentSize1608IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;5;1608;4;MCS2_8;0;1;231.7;194.9;825.8;0;99.5;0
NGroup2NRawSlotNum5TCPSegmentSize1608IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;5;1608;4;MCS2_8;0;1;233.1;196.5;827.6;0;151.6;0
NGroup4NRawSlotNum5TCPSegmentSize1608IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;5;1608;4;MCS2_8;0;1;248.7;206;838.7;0;262.8;0
NGroup8NRawSlotNum5TCPSegmentSize1608IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;5;1608;4;MCS2_8;0;1;248.7;206;838.7;0;466.2;0
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;1;2144;4;MCS2_8;0;1;257.1;255.9;640;0;105;0
NGroup2NRawSlotNum1TCPSegmentSize2144IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;1;2144;4;MCS2_8;0;1;253.5;252.4;638.3;0;168.6;0
NGroup4NRawSlotNum1TCPSegmentSize2144IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;1;2144;4;MCS2_8;0;1;244.6;241.9;642.4;0;296;0
NGroup8NRawSlotNum1TCPSegmentSize2144IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;1;2144;4;MCS2_8;0;1;246.6;245.5;643.3;0;547.9;0
NGroup1NRawSlotNum2TCPSegmentSize2144IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;2;2144;4;MCS2_8;0;1;172.8;172.1;555.1;0;99.3;0
NGroup2NRawSlotNum2TCPSegmentSize2144IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;2;2144;4;MCS2_8;0;1;177.9;177.2;560.5;0;150.4;0
NGroup4NRawSlotNum2TCPSegmentSize2144IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;2;2144;4;MCS2_8;0;1;179.2;174.6;568.5;0;262.5;0
NGroup8NRawSlotNum2TCPSegmentSize2144IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;2;2144;4;MCS2_8;0;1;187.3;182.6;577.2;0;471.8;0
NGroup1NRawSlotNum5TCPSegmentSize2144IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;5;2144;4;MCS2_8;0;1;141.5;141.5;523.4;0;101.3;0
NGroup2NRawSlotNum5TCPSegmentSize2144IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;5;2144;4;MCS2_8;0;1;141.5;141.5;525.2;0;153.7;0
NGroup4NRawSlotNum5TCPSegmentSize2144IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;5;2144;4;MCS2_8;0;1;144.4;143.6;528.4;0;270.8;0
NGroup8NRawSlotNum5TCPSegmentSize2144IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;5;2144;4;MCS2_8;0;1;144.4;143.6;528.4;0;481.6;0
NGroup1NRawSlotNum1TCPSegmentSize2680IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;1;2680;4;MCS2_8;0;1;373.8;372.4;881.2;0;128.1;0
NGroup2NRawSlotNum1TCPSegmentSize2680IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;1;2680;4;MCS2_8;0;1;320.2;318.6;828.1;0;205.3;0
NGroup4NRawSlotNum1TCPSegmentSize2680IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;1;2680;4;MCS2_8;0;1;328.2;326;855.9;0;365.9;0
NGroup8NRawSlotNum1TCPSegmentSize2680IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;1;2680;4;MCS2_8;0;1;330;328.2;854.9;0;691.3;0
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;2;2680;4;MCS2_8;0;1;224.7;223.4;732;0;114.5;0
NGroup2NRawSlotNum2TCPSegmentSize2680IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;2;2680;4;MCS2_8;0;1;228.9;227;736.9;0;175.7;0
NGroup4NRawSlotNum2TCPSegmentSize2680IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;2;2680;4;MCS2_8;0;1;242.9;235.8;766.6;0;314.5;0
NGroup8NRawSlotNum2TCPSegmentSize2680IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;2;2680;4;MCS2_8;0;1;242.6;235.7;768;0;567.1;0
NGroup1NRawSlotNum5TCPSegmentSize2680IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;5;2680;4;MCS2_8;0;1;173.3;173.3;683;0;108.5;0
NGroup2NRawSlotNum5TCPSegmentSize2680IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;5;2680;4;MCS2_8;0;1;173.4;173.3;686.7;0;165;0
NGroup4NRawSlotNum5TCPSegmentSize2680IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;5;2680;4;MCS2_8;0;1;235.3;202.8;770.2;0;284.7;0
NGroup8NRawSlotNum5TCPSegmentSize2680IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;5;2680;4;MCS2_8;0;1;235.3;202.8;770.2;0;505.8;0
NGroup1NRawSlotNum1TCPSegmentSize3216IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;1;3216;4;MCS2_8;0;1;382.8;381.6;891.9;0;130.7;0
NGroup2NRawSlotNum1TCPSegmentSize3216IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;1;3216;4;MCS2_8;0;1;330.2;328.3;838.3;0;211.7;0
NGroup4NRawSlotNum1TCPSegmentSize3216IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;1;3216;4;MCS2_8;0;1;329.4;326.1;853.4;0;380.8;0
NGroup8NRawSlotNum1TCPSegmentSize3216IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;1;3216;4;MCS2_8;0;1;329;327;853.8;0;709.4;0
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;2;3216;4;MCS2_8;0;1;232.3;229.9;739.3;0;118.6;0
NGroup2NRawSlotNum2TCPSegmentSize3216IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;2;3216;4;MCS2_8;0;1;226.5;224.1;735;0;180.4;0
NGroup4NRawSlotNum2TCPSegmentSize3216IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;2;3216;4;MCS2_8;0;1;230.5;226;753.4;0;322.2;0
NGroup8NRawSlotNum2TCPSegmentSize3216IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;2;3216;4;MCS2_8;0;1;240.6;234.1;764;0;588.5;0
NGroup1NRawSlotNum5TCPSegmentSize3216IpCameraDataRate4Nsta10DataModeMCS2_8;10;1;5;3216;4;MCS2_8;0;1;174.4;174.4;684.8;0;109.8;0
NGroup2NRawSlotNum5TCPSegmentSize3216IpCameraDataRate4Nsta10DataModeMCS2_8;10;2;5;3216;4;MCS2_8;0;1;174.4;174.4;686.6;0;167.6;0
NGroup4NRawSlotNum5TCPSegmentSize3216IpCameraDataRate4Nsta10DataModeMCS2_8;10;4;5;3216;4;MCS2_8;0;1;231;200.3;766.8;0;289.3;0
NGroup8NRawSlotNum5TCPSegmentSize3216IpCameraDataRate4Nsta10DataModeMCS2_8;10;8;5;3216;4;MCS2_8;0;1;231;200.3;766.8;0;514.9;0
NGroup1NRawSlotNum1TCPSegmentSize536IpCameraDataRate8Nsta10DataModeMCS2_8;10;1;1;536;8;MCS2_8;0;1;2712.1;2650.3;5733.9;30;107.7;0
NGroup2NRawSlotNum1TCPSegmentSize536IpCameraDataRate8Nsta10DataModeMCS2_8;10;2;1;536;8;MCS2_8;0;1;1794.9;1735.9;4849.1;0;179.9;0
NGroup4NRawSlotNum1TCPSegmentSize536IpCameraDataRate8Nsta10DataModeMCS2_8;10;4;1;536;8;MCS2_8;0;1;1828.5;1764.2;5002.7;0;332.7;0
NGroup8NRawSlotNum1TCPSegmentSize536IpCameraDataRate8Nsta10DataModeMCS2_8;10;8;1;536;8;MCS2_8;0;1;1833.6;1769.1;5010;0;593.5;0
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate8Nsta10DataModeMCS2_8;10;1;2;536;8;MCS2_8;0;1;1265.8;1195.3;4245.7;2.6;102.8;0
NGroup2NRawSlotNum2TCPSegmentSize536IpCameraDataRate8Nsta10DataModeMCS2_8;10;2;2;536;8;MCS2_8;0;1;1263.8;1191;4273.9;0;166.1;0
NGroup4NRawSlotNum2TCPSegmentSize536IpCameraDataRate8Nsta10DataModeMCS2_8;10;4;2;536;8;MCS2_8;0;1;1271.9;1184.7;4397;0;301.1;0
NGroup8NRawSlotNum2TCPSegmentSize536IpCameraDataRate8Nsta10DataModeMCS2_8;10;8;2;536;8;MCS2_8;0;1;1286.5;1196.3;4402.3;0;547.2;0
NGroup1NRawSlotNum5TCPSegmentSize536IpCameraDataRate8Nsta10DataModeMCS2_8;10;1;5;536;8;MCS2_8;0;1;932.1;811;3842.7;0;98.6;0
NGroup2NRawSlotNum5TCPSegmentSize536IpCameraDataRate8Nsta10DataModeMCS2_8;10;2;5;536;8;MCS2_8;0;1;933.7;814.1;3865.7;0;152.3;0
NGroup4NRawSlotNum5TCPSegmentSize536IpCameraDataRate8Nsta10DataModeMCS2_8;10;4;5;536;8;MCS2_8;0;1;1020.2;835.3;4030.6;0;266;0
