Name;SensorMeasurementSize;NSta;NGroup;NRawSlotNum;TrafficInterval;APAlwaysSchedulesForNextSlot;ContentionPerRAWSlot;EDCAQueueLength;TCPConnected;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;DropTCPTxBufferExceeded;TotalDozeTime;NumberOfTCPRetransmissions;NumberOfTCPRetransmissionsFromAP;NumberOfAPScheduledPacketForNodeInNextSlot
SensorMeasurementSize54NGroup8NRawSlotNum2ContentionPerRAWSlot14TrafficInterval10000;54;30;8;2;10000;0;14;0.0333333333333333,0,0,0,0,1;1,1,1,1,1,1;59.9,6.25,79,94.75,0,102;59.6666666666667,6.25,79,94.75,0,102;272.266666666667,214.5,280.5,299.75,202,387;0.0333333333333333,0,0,0,0,1;384.233333333333,371.5,377.5,382,354,462;0,0,0,0,0,0;925460.5,920272,925110.5,931173,916962,932085;0,0,0,0,0,0;0,0,0,0,0,0;97.5666666666667,97,98,98,97,98
SensorMeasurementSize54NGroup4NRawSlotNum1ContentionPerRAWSlot19TrafficInterval10000;54;20;4;1;10000;0;19;0,0,0,0,0,0;1,1,1,1,1,1;27.1,1,7,43.75,0,105;27.1,1,7,43.75,0,105;229.85,204,209,246.75,202,310;0.05,0,0,0,0,1;174.45,128.75,205,211.25,123,219;0,0,0,0,0,0;831492.75,828396.5,832142,835251,825774,836547;0,0,0,0,0,0;0,0,0,0,0,0;97.7,97,98,98,97,98
SensorMeasurementSize54NGroup2NRawSlotNum1ContentionPerRAWSlot19TrafficInterval10000;54;20;2;1;10000;0;19;0,0,0,0,0,0;1,1,1,1,1,1;9.25,1,2,6.25,0,64;8.85,1,2,6.25,0,58;211.4,203.75,204.5,208.25,202,261;0.05,0,0,0,0,1;83.35,64.25,94.5,107,32,110;0,0,0,0,0,0;822626.2,819170.75,822738.5,826037.75,817167,827623;0,0,0,0,0,0;0,0,0,0,0,0;81.4,63,92.5,98,39,98
SensorMeasurementSize54NGroup12NRawSlotNum1ContentionPerRAWSlot24TrafficInterval10000;54;25;12;1;10000;0;24;0.12,0,0,0,0,1;1,1,1,1,1,1;66.8,59,71,90,0,106;66,58,71,90,0,104;269.36,259,274,293,202,307;0.08,0,0,0,0,1;537.72,527,534,544,510,592;0,0,0,0,0,0;914149.8,913706,914208,915022,910775,915124;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize54NGroup1NRawSlotNum2ContentionPerRAWSlot9TrafficInterval10000;54;20;1;2;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;6.4,1,1,1.25,0,64;6.4,1,1,1.25,0,64;212.1,203.5,204,205,201,268;0,0,0,0,0,0;72.55,53,63.5,103,19,108;0,0,0,0,0,0;820328.15,816147.5,821896,823241.25,815339,827671;0,0,0,0,0,0;0,0,0,0,0,0;87.9,88.25,97,98,42,98
SensorMeasurementSize54NGroup4NRawSlotNum1ContentionPerRAWSlot29TrafficInterval10000;54;30;4;1;10000;0;29;0,0,0,0,0,0;1,1,1,1,1,1;34.2,3,21.5,64.5,0,98;33.9666666666667,2.25,21,64.5,0,97;236.9,204,223,268.25,201,302;0,0,0,0,0,0;155.9,127,135.5,193.75,124,211;0,0,0,0,0,0;795223.466666667,793151.25,797050,797942,788065,798444;0,0,0,0,0,0;0,0,0,0,0,0;97.6666666666667,97,98,98,97,98
SensorMeasurementSize154NGroup1NRawSlotNum1ContentionPerRAWSlot19TrafficInterval10000;154;20;1;1;10000;0;19;0,0,0,0,0,0;1,1,1,1,1,1;4.2,1,1,2,0,49;4.15,1,1,1.25,0,49;206.75,204,204,204.25,201,252;0,0,0,0,0,0;43.2,27.5,54,55,7,61;0,0,0,0,0,0;739846.3,736150,738506.5,743218.75,735688,745206;0,0,0,0,0,0;0,0,0,0,0,0;87.65,78.5,97.5,98,49,98
SensorMeasurementSize54NGroup8NRawSlotNum1ContentionPerRAWSlot29TrafficInterval10000;54;30;8;1;10000;0;29;0.1,0,0,0,0,1;1,1,1,1,1,1;50.5666666666667,25.75,53,77.25,0,95;50,25.5,52.5,75,0,95;253.366666666667,229.25,255.5,279.5,203,298;0.0333333333333333,0,0,0,0,1;332,323,330,335.5,319,409;0,0,0,0,0,0;870713.366666667,870175,870882,871491,867928,871691;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize54NGroup2NRawSlotNum2ContentionPerRAWSlot14TrafficInterval10000;54;30;2;2;10000;0;14;0,0,0,0,0,0;1,1,1,1,1,1;25.2,1,3,52.75,0,103;25.2,1,3,52.75,0,103;232.666666666667,204,210.5,261,201,304;0,0,0,0,0,0;108.033333333333,69,105,144,61,165;0,0,0,0,0,0;855075.3,846919.25,855395.5,863526,842716,866283;0,0,0,0,0,0;0,0,0,0,0,0;74.1333333333333,62.5,80.5,98,5,98
SensorMeasurementSize54NGroup4NRawSlotNum1ContentionPerRAWSlot24TrafficInterval10000;54;25;4;1;10000;0;24;0,0,0,0,0,0;1,1,1,1,1,1;29.76,3,23,53,0,87;29.44,3,23,53,0,87;231.92,204,224,256,201,290;0.08,0,0,0,0,1;159.48,128,131,207,123,213;0,0,0,0,0,0;835834.36,832711,837693,838687,828217,839087;0,0,0,0,0,0;0,0,0,0,0,0;97.56,97,98,98,97,98
SensorMeasurementSize154NGroup16NRawSlotNum1ContentionPerRAWSlot24TrafficInterval10000;154;25;16;1;10000;0;24;0.08,0,0,0,0,1;1,1,1,1,1,1;83.64,60,91,108,4,123;82.04,59,90,105,4,119;286.08,261,291,311,207,327;0.16,0,0,0,0,1;765.52,747,759,775,725,856;0,0,0,0,0,0;933403.64,932796,933298,934219,931428,934322;0,0,0,0,0,0;0,0,0,0,0,0;97.68,97,98,98,97,98
SensorMeasurementSize154NGroup8NRawSlotNum1ContentionPerRAWSlot24TrafficInterval10000;154;25;8;1;10000;0;24;0.08,0,0,0,0,1;1,1,1,1,1,1;50.72,28,50,76,1,103;49.8,28,49,75,1,102;252.76,229,253,276,203,303;0.04,0,0,0,0,1;353.12,331,340,344,317,442;0,0,0,0,0,0;883124.88,883020,884062,884876,874083,884974;0,0,0,0,0,0;0,0,0,0,0,0;97.76,98,98,98,97,98
SensorMeasurementSize154NGroup4NRawSlotNum2ContentionPerRAWSlot14TrafficInterval10000;154;30;4;2;10000;0;14;0,0,0,0,0,0;1,1,1,1,1,1;45.3333333333333,1.25,26.5,90.5,0,105;45.3333333333333,1.25,26.5,90.5,0,105;253.6,204,255,295.5,201,338;0.0666666666666667,0,0,0,0,1;193.166666666667,171.25,175.5,214.75,166,262;0,0,0,0,0,0;878808.433333333,871278.75,878404,887091.5,867619,889757;0,0,0,0,0,0;0,0,0,0,0,0;97.6333333333333,97,98,98,97,98
SensorMeasurementSize154NGroup8NRawSlotNum5ContentionPerRAWSlot9TrafficInterval10000;154;50;8;5;10000;0;9;0.18,0,0,0,0,1;1,1,1,1,1,1;73.86,24.25,88,106.5,1,162;72.9,24.25,87,106.5,1,162;291.1,254.5,306,335,202,382;0.04,0,0,0,0,1;465.18,401.25,409,470.75,387,890;0,0,0,0,0,0;953094.3,950649.75,951131,951608,949287,963028;0,0,0,0,0,0;0,0,0,0,0,0;97.96,98,98,98,97,99
SensorMeasurementSize54NGroup2NRawSlotNum2ContentionPerRAWSlot19TrafficInterval10000;54;40;2;2;10000;0;19;0,0,0,0,0,0;1,1,1,1,1,1;38.75,2.5,34.5,69.25,0,102;38.575,2.5,34.5,69.25,0,102;249.55,211,248,282.25,201,344;0.025,0,0,0,0,1;104.2,73,103,109.75,65,160;0,0,0,0,0,0;850981.775,841996.25,850689,860069,838682,862302;0,0,0,0,0,0;0,0,0,0,0,0;73.55,49.5,76.5,97,29,98
SensorMeasurementSize154NGroup12NRawSlotNum2ContentionPerRAWSlot19TrafficInterval10000;154;40;12;2;10000;0;19;0.05,0,0,0,0,1;1,1,1,1,1,1;82.65,68.25,100,103.25,14,114;81.85,68.25,98.5,103.25,12,114;293.275,273.5,303,313.5,215,350;0,0,0,0,0,0;589.05,578.75,588.5,600.25,557,618;0,0,0,0,0,0;946252.325,942003,946190,950323,941442,950928;0,0,0,0,0,0;0,0,0,0,0,0;97.625,97,98,98,97,98
SensorMeasurementSize154NGroup2NRawSlotNum1ContentionPerRAWSlot24TrafficInterval10000;154;25;2;1;10000;0;24;0,0,0,0,0,0;1,1,1,1,1,1;11.6,1,1,3,0,86;11.56,1,1,3,0,86;213.88,203,204,206,202,287;0.04,0,0,0,0,1;82.68,54,106,107,34,117;0,0,0,0,0,0;785870.24,781802,786000,789228,780822,791278;0,0,0,0,0,0;0,0,0,0,0,0;82.04,72,97,98,1,98
SensorMeasurementSize154NGroup2NRawSlotNum2ContentionPerRAWSlot14TrafficInterval10000;154;30;2;2;10000;0;14;0,0,0,0,0,0;1,1,1,1,1,1;25.2,1,2.5,53.75,0,103;25.2,1,2.5,53.75,0,103;232.566666666667,204,209,261.5,201,304;0,0,0,0,0,0;110.6,71.5,107,150.5,65,168;0,0,0,0,0,0;855150.7,846919.25,855504,863624,842834,866381;0,0,0,0,0,0;0,0,0,0,0,0;73.7333333333333,62,80.5,98,3,98
SensorMeasurementSize154NGroup4NRawSlotNum1ContentionPerRAWSlot29TrafficInterval10000;154;30;4;1;10000;0;29;0,0,0,0,0,0;1,1,1,1,1,1;34,3,20.5,63.5,0,96;33.8,3,20.5,63.5,0,96;236.766666666667,204,223,267,201,300;0,0,0,0,0,0;158.2,129.5,140,192.5,126,213;0,0,0,0,0,0;794927.133333333,792784.75,796757,797649,787772,798151;0,0,0,0,0,0;0,0,0,0,0,0;97.6666666666667,97,98,98,97,98
SensorMeasurementSize54NGroup2NRawSlotNum1ContentionPerRAWSlot24TrafficInterval10000;54;25;2;1;10000;0;24;0,0,0,0,0,0;1,1,1,1,1,1;11.76,1,1,3,0,87;11.68,1,1,3,0,87;214,203,204,206,202,288;0.04,0,0,0,0,1;81.12,52,104,106,33,114;0,0,0,0,0,0;785784.28,781704,785903,789130,780725,791181;0,0,0,0,0,0;0,0,0,0,0,0;82.08,73,97,98,1,98
SensorMeasurementSize154NGroup16NRawSlotNum1ContentionPerRAWSlot29TrafficInterval10000;154;30;16;1;10000;0;29;0.133333333333333,0,0,0,0,1;1,1,1,1,1,1;84.0666666666667,65.25,94,104,7,122;83.3666666666667,63.5,92,103.5,7,121;288.133333333333,268,297.5,310,208,337;0.2,0,0,0,0,1;755.466666666667,744.75,755,768.75,716,794;0,0,0,0,0,0;932220.4,931861,932340,932754,931330,932954;0,0,0,0,0,0;0,0,0,0,0,0;97.7,97,98,98,97,98
SensorMeasurementSize54NGroup12NRawSlotNum5ContentionPerRAWSlot9TrafficInterval10000;54;50;12;5;10000;0;9;0.18,0,0,0,0,1;1,1,1,1,1,1;78.86,61.5,97,104,1,135;78.54,61.5,96.5,103.75,1,134;303.7,278.75,314,336,204,380;0.02,0,0,0,0,1;630.46,597,609,626,573,953;0,0,0,0,0,0;966812.88,964936,965448,965870.25,964325,973808;0,0,0,0,0,0;0,0,0,0,0,0;98.02,98,98,98,97,100
SensorMeasurementSize154NGroup12NRawSlotNum5ContentionPerRAWSlot9TrafficInterval10000;154;50;12;5;10000;0;9;0.22,0,0,0,0,1;1,1,1,1,1,1;92.02,64,100.5,118.75,1,196;91.76,63.25,100.5,118,1,196;318.78,277.25,330,351,203,441;0.06,0,0,0,0,1;783.68,611,652.5,835.5,578,1721;0,0,0,0,0,0;966762,964876,965388.5,965823,964295,973768;0,0,0,0,0,0;0,0,0,0,0,0;98.08,98,98,98,97,100
SensorMeasurementSize154NGroup4NRawSlotNum2ContentionPerRAWSlot19TrafficInterval10000;154;40;4;2;10000;0;19;0.025,0,0,0,0,1;1,1,1,1,1,1;54.325,9,74.5,91.25,0,103;53.575,9,74.5,91,0,103;266.75,223.25,280.5,297.25,202,367;0.075,0,0,0,0,1;185.35,169.75,174.5,181.5,164,267;0,0,0,0,0,0;875577.2,866947,874422,884660.25,861295,885932;0,0,0,0,0,0;0,0,0,0,0,0;97.575,97,98,98,97,98
SensorMeasurementSize54NGroup16NRawSlotNum1ContentionPerRAWSlot29TrafficInterval10000;54;30;16;1;10000;0;29;0.133333333333333,0,0,0,0,1;1,1,1,1,1,1;82.7333333333333,64.25,96,102.5,4,114;81.8,64,94.5,100.75,4,114;286.266666666667,268.5,299,304.75,205,328;0.2,0,0,0,0,1;748.733333333333,736.75,752.5,763,712,781;0,0,0,0,0,0;932220.4,931861,932340,932754,931330,932954;0,0,0,0,0,0;0,0,0,0,0,0;97.7,97,98,98,97,98
SensorMeasurementSize54NGroup12NRawSlotNum1ContentionPerRAWSlot29TrafficInterval10000;54;30;12;1;10000;0;29;0.133333333333333,0,0,0,0,1;1,1,1,1,1,1;69.9333333333333,61.25,86.5,94.75,4,103;69.0333333333333,59.25,86,93.75,4,103;272.966666666667,264,288.5,299,206,308;0,0,0,0,0,0;536.866666666667,527,538.5,544.75,509,563;0,0,0,0,0,0;911661.3,911277,911784,912261.5,910775,912291;0,0,0,0,0,0;0,0,0,0,0,0;97.6666666666667,97,98,98,97,98
SensorMeasurementSize54NGroup12NRawSlotNum2ContentionPerRAWSlot24TrafficInterval10000;54;50;12;2;10000;0;24;0.1,0,0,0,0,1;1,1,1,1,1,1;87.92,84.5,97.5,106,6,119;87.16,80.5,97.5,105.75,6,116;300.34,285.5,305,327.5,211,354;0.06,0,0,0,0,1;588.18,580.25,587,596.75,560,618;0,0,0,0,0,0;946236.98,942003,946214.5,950323,941399,950928;0,0,0,0,0,0;0,0,0,0,0,0;97.58,97,98,98,97,98
SensorMeasurementSize54NGroup1NRawSlotNum2ContentionPerRAWSlot14TrafficInterval10000;54;30;1;2;10000;0;14;0,0,0,0,0,0;1,1,1,1,1,1;20.2,1,1.5,23.5,0,94;20,1,1.5,23.5,0,94;225.966666666667,204,207,247.75,201,297;0,0,0,0,0,0;68.6,53,56,100.75,18,109;0,0,0,0,0,0;798401.266666667,793754.75,799522.5,801692,791794,805213;0,0,0,0,0,0;0,0,0,0,0,0;77.2333333333333,60.25,96,98,10,98
SensorMeasurementSize54NGroup1NRawSlotNum1ContentionPerRAWSlot24TrafficInterval10000;54;25;1;1;10000;0;24;0,0,0,0,0,0;1,1,1,1,1,1;8.6,1,1,2,0,98;8.6,1,1,2,0,98;210.88,203,204,205,201,301;0,0,0,0,0,0;45.08,45,53,53,3,61;0,0,0,0,0,0;711804.88,709447,710001,715176,708153,717855;0,0,0,0,0,0;0,0,0,0,0,0;90.32,97,97,98,0,98
SensorMeasurementSize54NGroup12NRawSlotNum2ContentionPerRAWSlot19TrafficInterval10000;54;40;12;2;10000;0;19;0.05,0,0,0,0,1;1,1,1,1,1,1;81.85,65.75,98,102.25,16,115;81.05,65.75,97,102,16,115;292.1,269.5,303.5,310.5,219,343;0,0,0,0,0,0;583.05,574.75,583.5,589.75,556,611;0,0,0,0,0,0;946252.325,942003,946190,950323,941442,950928;0,0,0,0,0,0;0,0,0,0,0,0;97.625,97,98,98,97,98
SensorMeasurementSize154NGroup8NRawSlotNum2ContentionPerRAWSlot19TrafficInterval10000;154;40;8;2;10000;0;19;0.125,0,0,0,0,1;1,1,1,1,1,1;72.9,55,91.5,98,1,108;71.975,55,88,98,1,106;287.2,257.5,296,315.25,204,366;0.05,0,0,0,0,1;378.725,375,380,384,362,392;0,0,0,0,0,0;920719.35,914480,920676.5,926771,913978,927375;0,0,0,0,0,0;0,0,0,0,0,0;97.65,97,98,98,97,98
SensorMeasurementSize54NGroup2NRawSlotNum1ContentionPerRAWSlot29TrafficInterval10000;54;30;2;1;10000;0;29;0.0333333333333333,0,0,0,0,1;1,1,1,1,1,1;15.1333333333333,1,2,12.25,0,105;15.0333333333333,1,2,12.25,0,102;217.633333333333,203.25,205,213.75,202,306;0.0666666666666667,0,0,0,0,1;78.5333333333333,60,79,106.25,32,112;0,0,0,0,0,0;766746.166666667,763924.75,766318.5,770276.25,761581,772222;0,0,0,0,0,0;0,0,0,0,0,0;76.4333333333333,47.25,97,98,5,98
SensorMeasurementSize54NGroup1NRawSlotNum1ContentionPerRAWSlot19TrafficInterval10000;54;20;1;1;10000;0;19;0,0,0,0,0,0;1,1,1,1,1,1;4.25,1,1,2,0,50;4.2,1,1,1.25,0,50;206.8,204,204,204.25,201,253;0,0,0,0,0,0;41.95,26.5,52.5,54,6,60;0,0,0,0,0,0;739874.05,736150,738506.5,743357.5,735688,745206;0,0,0,0,0,0;0,0,0,0,0,0;87.65,78.5,97.5,98,49,98
SensorMeasurementSize54NGroup16NRawSlotNum2ContentionPerRAWSlot19TrafficInterval10000;54;40;16;2;10000;0;19;0.125,0,0,0,0,1;1,1,1,1,1,1;93.55,98.75,105,109,1,144;91.7,98.25,104,108,1,115;304.95,299.75,312.5,330,202,353;0.125,0,0,0,0,1;793.525,781.25,792.5,803.25,748,840;0,0,0,0,0,0;958109.85,954916,958041.5,961170.25,954236,961772;0,0,0,0,0,0;0,0,0,0,0,0;97.8,97,98,98,97,99
SensorMeasurementSize154NGroup16NRawSlotNum2ContentionPerRAWSlot19TrafficInterval10000;154;40;16;2;10000;0;19;0.125,0,0,0,0,1;1,1,1,1,1,1;96.375,98,105,112.25,3,141;94.625,98,105,111,3,131;308.325,299.75,317,337,204,354;0.125,0,0,0,0,1;842.25,793.75,808,848.25,750,1116;0,0,0,0,0,0;958142.525,954916,958087.5,961207,954295,961821;0,0,0,0,0,0;0,0,0,0,0,0;97.775,97,98,98,97,99
SensorMeasurementSize154NGroup1NRawSlotNum1ContentionPerRAWSlot24TrafficInterval10000;154;25;1;1;10000;0;24;0,0,0,0,0,0;1,1,1,1,1,1;9.32,1,1,2,0,101;9.32,1,1,2,0,101;211.6,203,204,204,201,304;0,0,0,0,0,0;46.8,49,54,55,4,65;0,0,0,0,0,0;712081.96,709724,710278,715453,708430,717855;0,0,0,0,0,0;0,0,0,0,0,0;90.2,97,97,98,0,98
SensorMeasurementSize54NGroup8NRawSlotNum2ContentionPerRAWSlot19TrafficInterval10000;54;40;8;2;10000;0;19;0.125,0,0,0,0,1;1,1,1,1,1,1;73.275,55.75,87,98,1,111;72.075,55.75,82.5,98,1,111;287.2,258.25,297,315,204,366;0.05,0,0,0,0,1;375.3,371.75,376.5,380,360,387;0,0,0,0,0,0;920719.35,914480,920676.5,926771,913978,927375;0,0,0,0,0,0;0,0,0,0,0,0;97.65,97,98,98,97,98
SensorMeasurementSize154NGroup2NRawSlotNum1ContentionPerRAWSlot29TrafficInterval10000;154;30;2;1;10000;0;29;0.0333333333333333,0,0,0,0,1;1,1,1,1,1,1;15.0666666666667,1,2,12.25,0,105;14.9666666666667,1,2,12.25,0,102;217.566666666667,203.25,205,213.75,202,306;0.0666666666666667,0,0,0,0,1;80.1666666666667,62.25,80.5,107.25,35,115;0,0,0,0,0,0;766726.566666667,763924.75,766269.5,770227.25,761581,772222;0,0,0,0,0,0;0,0,0,0,0,0;76.3,47,97,98,5,98
SensorMeasurementSize154NGroup16NRawSlotNum5ContentionPerRAWSlot9TrafficInterval10000;154;50;16;5;10000;0;9;0.06,0,0,0,0,1;1,1,1,1,1,1;112.06,91,110,131.25,27,243;111.12,89.5,110,131.25,27,238;338.46,307.25,341,372.75,229,443;0.1,0,0,0,0,1;1254.72,912.5,1094,1358,807,3423;0,0,0,0,0,0;973643,972135,972647,973117,971613,979057;0,0,0,0,0,0;0,0,0,0,0,0;97.9,98,98,98,97,99
SensorMeasurementSize54NGroup8NRawSlotNum5ContentionPerRAWSlot9TrafficInterval10000;54;50;8;5;10000;0;9;0.16,0,0,0,0,1;1,1,1,1,1,1;65.38,21,76.5,100.75,1,143;64.5,21,76.5,100,1,106;280.12,253.75,299.5,309.75,202,362;0.02,0,0,0,0,1;405,398,401.5,408,386,492;0,0,0,0,0,0;953228.2,950799.75,951266,951743,949436,963128;0,0,0,0,0,0;0,0,0,0,0,0;97.92,98,98,98,97,100
SensorMeasurementSize154NGroup1NRawSlotNum2ContentionPerRAWSlot14TrafficInterval10000;154;30;1;2;10000;0;14;0,0,0,0,0,0;1,1,1,1,1,1;20.3333333333333,1,1.5,24.25,0,94;20.1333333333333,1,1.5,24.25,0,94;226.066666666667,204,206.5,247.75,201,297;0,0,0,0,0,0;70.5,54,57,101.75,22,111;0,0,0,0,0,0;798374.1,793581.5,799522.5,801581,791794,805213;0,0,0,0,0,0;0,0,0,0,0,0;76.9,60.25,97,98,10,98
SensorMeasurementSize54NGroup4NRawSlotNum5ContentionPerRAWSlot9TrafficInterval10000;54;50;4;5;10000;0;9;0.02,0,0,0,0,1;1,1,1,1,1,1;39.26,1,22.5,87.25,1,102;39.24,1,22.5,87.25,1,102;251.54,204,251.5,295.75,202,347;0.02,0,0,0,0,1;198.34,192,194,196.75,189,286;0,0,0,0,0,0;911353,906754.25,907311,907772,905031,929732;0,0,0,0,0,0;0,0,0,0,0,0;97.72,97,98,98,97,99
SensorMeasurementSize54NGroup16NRawSlotNum5ContentionPerRAWSlot9TrafficInterval10000;54;50;16;5;10000;0;9;0.04,0,0,0,0,1;1,1,1,1,1,1;90.04,96,101,105.75,4,131;89.28,96,101,105.75,4,130;313.04,299.25,320.5,343.75,207,382;0.08,0,0,0,0,1;895.64,810.25,822.5,882.25,792,1622;0,0,0,0,0,0;973643,972135,972647,973117,971613,979057;0,0,0,0,0,0;0,0,0,0,0,0;97.84,97,98,98,97,99
SensorMeasurementSize154NGroup1NRawSlotNum1ContentionPerRAWSlot29TrafficInterval10000;154;30;1;1;10000;0;29;0,0,0,0,0,0;1,1,1,1,1,1;31.4,1,3.5,63.5,0,107;31.4,1,3.5,63.5,0,107;233.866666666667,204,205.5,266.75,201,310;0.0333333333333333,0,0,0,0,1;52.7333333333333,54,56,60.75,13,65;0,0,0,0,0,0;747460.033333333,745090.25,745806,749479.5,744466,754815;0,0,0,0,0,0;0,0,0,0,0,0;83.4333333333333,73.75,95.5,98,9,98
SensorMeasurementSize54NGroup1NRawSlotNum1ContentionPerRAWSlot29TrafficInterval10000;54;30;1;1;10000;0;29;0,0,0,0,0,0;1,1,1,1,1,1;30.4666666666667,1,4,63.25,0,107;30.4333333333333,1,4,63.25,0,106;232.933333333333,204,205,267.25,201,309;0.0333333333333333,0,0,0,0,1;50.8,53,54.5,58,11,62;0,0,0,0,0,0;747469.266666667,745090.25,745806,749479.5,744466,754815;0,0,0,0,0,0;0,0,0,0,0,0;83.5333333333333,76,95.5,98,9,98
SensorMeasurementSize54NGroup4NRawSlotNum2ContentionPerRAWSlot19TrafficInterval10000;54;40;4;2;10000;0;19;0.025,0,0,0,0,1;1,1,1,1,1,1;54.075,9.25,74.5,91,0,103;53.275,9.25,74,89.5,0,103;266.45,223.25,281.5,299.25,202,368;0.075,0,0,0,0,1;182.425,167,171.5,177.5,163,265;0,0,0,0,0,0;875525.775,866888,874368,884611.25,861236,885882;0,0,0,0,0,0;0,0,0,0,0,0;97.575,97,98,98,97,98
SensorMeasurementSize154NGroup2NRawSlotNum2ContentionPerRAWSlot19TrafficInterval10000;154;40;2;2;10000;0;19;0,0,0,0,0,0;1,1,1,1,1,1;39.5,4.25,37.5,71,0,106;39.25,4.25,37.5,71,0,106;250.2,208.75,249.5,284.25,201,348;0.025,0,0,0,0,1;106.9,78.25,105.5,112,69,162;0,0,0,0,0,0;851176.3,842143.75,850905,860167.25,838919,862499;0,0,0,0,0,0;0,0,0,0,0,0;73.35,48,77.5,97,31,98
SensorMeasurementSize154NGroup4NRawSlotNum5ContentionPerRAWSlot9TrafficInterval10000;154;50;4;5;10000;0;9;0.02,0,0,0,0,1;1,1,1,1,1,1;40.04,1,30.5,83.75,1,103;40.02,1,30.5,83.75,1,103;252.56,204,257.5,298,202,351;0.02,0,0,0,0,1;201.72,194.25,197,202,191,288;0,0,0,0,0,0;911327.02,906724.25,907281,907749.5,905001,929712;0,0,0,0,0,0;0,0,0,0,0,0;97.74,97,98,98,97,99
SensorMeasurementSize54NGroup2NRawSlotNum5ContentionPerRAWSlot9TrafficInterval10000;54;50;2;5;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;29.16,1,6,57.5,1,101;29.14,1,6,57.5,1,101;238.9,204,221.5,273.75,202,326;0,0,0,0,0,0;124.08,93.25,110.5,148,88,188;0,0,0,0,0,0;890849.42,886466.25,887114,887743.25,885170,908538;0,0,0,0,0,0;0,0,0,0,0,0;67.06,49.75,67.5,88.5,14,98
SensorMeasurementSize154NGroup2NRawSlotNum5ContentionPerRAWSlot9TrafficInterval10000;154;50;2;5;10000;0;9;0,0,0,0,0,0;1,1,1,1,1,1;29.08,1,6,56,1,101;29.04,1,6,56,1,101;238.76,204,220,273.75,202,325;0,0,0,0,0,0;126.16,96,112,150,89,190;0,0,0,0,0,0;890891.48,886518.75,887129,887801.5,885230,908578;0,0,0,0,0,0;0,0,0,0,0,0;66.66,49.5,67.5,90.25,14,98
SensorMeasurementSize154NGroup1NRawSlotNum1ContentionPerRAWSlot34TrafficInterval10000;154;35;1;1;10000;0;34;0,0,0,0,0,0;1,1,1,1,1,1;8.85714285714286,1,1,2,0,101;8.85714285714286,1,1,2,0,101;211.571428571429,203,204,205,202,304;0.0285714285714286,0,0,0,0,1;42.6285714285714,31,49,55,11,62;0,0,0,0,0,0;660891.971428571,657241,660937,663801.5,655855,666296;0,0,0,0,0,0;0,0,0,0,0,0;83.7142857142857,78,97,98,6,98
SensorMeasurementSize154NGroup16NRawSlotNum2ContentionPerRAWSlot24TrafficInterval10000;154;50;16;2;10000;0;24;0.16,0,0,0,0,1;1,1,1,1,1,1;101.52,85,101.5,127.5,17,168;100.08,83.25,100.5,122.25,17,168;314.14,286,308,346.75,220,396;0.2,0,0,0,0,1;910.16,802.75,831,1007.25,768,1430;0,0,0,0,0,0;958043.92,954856,957987.5,961194.75,954134,961821;0,0,0,0,0,0;0,0,0,0,0,0;97.68,97,98,98,97,99
SensorMeasurementSize54NGroup8NRawSlotNum2ContentionPerRAWSlot29TrafficInterval10000;54;60;8;2;10000;0;29;0.133333333333333,0,0,0,0,1;1,1,1,1,1,1;81.0833333333333,61.75,95,102.25,4,139;79.45,61,95,100.25,4,112;293.6,263.75,299.5,325.25,207,383;0,0,0,0,0,0;378.766666666667,372.75,378,385.25,357,393;0,0,0,0,0,0;920582.2,914457,920303,926771,913476,927375;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
SensorMeasurementSize154NGroup8NRawSlotNum2ContentionPerRAWSlot24TrafficInterval10000;154;50;8;2;10000;0;24;0.06,0,0,0,0,1;1,1,1,1,1,1;78.96,64.25,96,103,1,113;78.38,64,95.5,103,1,111;292.5,271.5,305,321,204,346;0.02,0,0,0,0,1;387.64,378,384.5,391.75,364,473;0,0,0,0,0,0;924313.54,918558,922876,930195.75,917608,930763;0,0,0,0,0,0;0,0,0,0,0,0;97.62,97,98,98,97,99
SensorMeasurementSize154NGroup4NRawSlotNum1ContentionPerRAWSlot34TrafficInterval10000;154;35;4;1;10000;0;34;0.0285714285714286,0,0,0,0,1;1,1,1,1,1,1;40,17,35,54.5,1,111;39.6571428571429,17,35,54.5,1,108;242.342857142857,222.5,238,258,202,310;0.0285714285714286,0,0,0,0,1;164.4,130,137,209.5,123,222;0,0,0,0,0,0;791700.657142857,789873,793142,794034,784060,794638;0,0,0,0,0,0;0,0,0,0,0,0;97.6,97,98,98,97,98
