Name;SensorMeasurementSize;NSta;NGroup;NRawSlotNum;TrafficInterval;APAlwaysSchedulesForNextSlot;ContentionPerRAWSlot;EDCAQueueLength;TCPConnected;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;DropTCPTxBufferExceeded;TotalDozeTime;NumberOfTCPRetransmissions;NumberOfTCPRetransmissionsFromAP;NumberOfAPScheduledPacketForNodeInNextSlot
SensorMeasurementSize54NGroup1NRawSlotNum5ContentionPerRAWSlot44TrafficInterval20000;54;225;1;5;20000;0;44;0.0133333333333333,0,0,0,0,1;1,1,1,1,1,1;17.3644444444444,2,11,32,0,55;17.3066666666667,2,11,32,0,55;123.391111111111,104,121,140,101,173;0,0,0,0,0,0;74.1288888888889,53,71,92,36,139;0,0,0,0,0,0;805396.906666667,792872,794076,820230,790523,830120;0,0,0,0,0,0;0,0,0,0,0,0;28.9911111111111,20,30,39,0,48
SensorMeasurementSize154NGroup1NRawSlotNum2ContentionPerRAWSlot54TrafficInterval20000;154;110;1;2;20000;0;54;0,0,0,0,0,0;1,1,1,1,1,1;12.8909090909091,1,3,24,0,52;12.8818181818182,1,3,24,0,52;118.045454545455,104,107,131,101,190;0,0,0,0,0,0;65.8818181818182,50,57,91.75,19,114;0,0,0,0,0,0;754808.681818182,749159,754752.5,760559.25,746628,762689;0,0,0,0,0,0;0,0,0,0,0,0;34.7727272727273,24.75,39,48,1,48
SensorMeasurementSize54NGroup12NRawSlotNum1ContentionPerRAWSlot59TrafficInterval20000;54;60;12;1;20000;0;59;0.0333333333333333,0,0,0,0,1;1,1,1,1,1,1;36.6,24.75,42,47,3,58;35.9333333333333,24.75,40.5,45.25,3,58;139.616666666667,129.5,144.5,150,106,162;0.0166666666666667,0,0,0,0,1;542.516666666667,533,543.5,553,509,576;0,0,0,0,0,0;913048.266666667,912738,913250,913752,912138,913854;0,0,0,0,0,0;0,0,0,0,0,0;47.7833333333333,48,48,48,47,48
SensorMeasurementSize54NGroup16NRawSlotNum10ContentionPerRAWSlot34TrafficInterval20000;54;350;16;10;20000;0;34;5.51428571428571,1,6,9,0,16;0.06,0,0,0,0,1;528.22,537.25,584,600,8,1117;509.937142857143,530,573,595,7,612;522.548571428571,543,590,605,18,626;1.16857142857143,-1,1,3,-1,5;15267.9142857143,0,0,0,0,385257;0,0,0,0,0,0;977567.397142857,976123,977337,978571,971924,984693;3.99142857142857,0,7,7,0,13;0,0,0,0,0,0;7.43428571428571,6,6,12,0,12
SensorMeasurementSize154NGroup8NRawSlotNum1ContentionPerRAWSlot59TrafficInterval20000;154;60;8;1;20000;0;59;0,0,0,0,0,0;1,1,1,1,1,1;29.7,17,31.5,46,1,53;29.3,16.5,31.5,45.25,1,53;132.45,120,134.5,148.25,102,157;0,0,0,0,0,0;343.65,330,340,347,311,423;0,0,0,0,0,0;879420.95,878968,879470,880057.5,876130,880484;0,0,0,0,0,0;0,0,0,0,0,0;47.8333333333333,48,48,48,47,48
SensorMeasurementSize54NGroup4NRawSlotNum1ContentionPerRAWSlot59TrafficInterval20000;54;60;4;1;20000;0;59;0,0,0,0,0,0;1,1,1,1,1,1;20.6333333333333,2,16.5,36.5,1,51;20.45,2,16.5,36.25,1,51;123.333333333333,105,119,140.25,102,154;0.0166666666666667,0,0,0,0,1;155.1,127.75,134,192.75,119,224;0,0,0,0,0,0;811407.416666667,810231,811994,812502.5,807602,813490;0,0,0,0,0,0;0,0,0,0,0,0;47.8333333333333,48,48,48,47,48
SensorMeasurementSize54NGroup8NRawSlotNum1ContentionPerRAWSlot59TrafficInterval20000;54;60;8;1;20000;0;59;0,0,0,0,0,0;1,1,1,1,1,1;29.5166666666667,16.5,31.5,43.25,1,55;29.15,16.5,31.5,43.25,1,53;132.6,118.75,135,148.25,102,157;0,0,0,0,0,0;339.066666666667,326,335,341,310,420;0,0,0,0,0,0;879422.583333333,878968,879470,880057.5,876032,880484;0,0,0,0,0,0;0,0,0,0,0,0;47.8333333333333,48,48,48,47,48
SensorMeasurementSize154NGroup1NRawSlotNum5ContentionPerRAWSlot44TrafficInterval20000;154;225;1;5;20000;0;44;0.0133333333333333,0,0,0,0,1;1,1,1,1,1,1;17.4088888888889,2,10,34,0,54;17.3733333333333,2,10,34,0,54;123.435555555556,104,120,141,101,179;0,0,0,0,0,0;77.4622222222222,54,73,96,38,148;0,0,0,0,0,0;804393.626666667,791764,793048,819256,789375,829382;0,0,0,0,0,0;0,0,0,0,0,0;28.4577777777778,18,30,39,0,48
SensorMeasurementSize154NGroup4NRawSlotNum1ContentionPerRAWSlot59TrafficInterval20000;154;60;4;1;20000;0;59;0,0,0,0,0,0;1,1,1,1,1,1;21.1333333333333,2.75,18,36.25,1,53;20.9333333333333,2.75,18,36,1,53;123.85,105,120,139,102,156;0.0166666666666667,0,0,0,0,1;157.966666666667,129.75,137.5,191,121,229;0,0,0,0,0,0;811215.133333333,809968.75,811798,812307.25,807406,813294;0,0,0,0,0,0;0,0,0,0,0,0;47.8333333333333,48,48,48,47,48
SensorMeasurementSize54NGroup2NRawSlotNum1ContentionPerRAWSlot59TrafficInterval20000;54;60;2;1;20000;0;59;0,0,0,0,0,0;1,1,1,1,1,1;11.6333333333333,1,4,18.25,1,46;11.4333333333333,1,3.5,18,1,46;114.4,104,106.5,121,102,149;0.0166666666666667,0,0,0,0,1;82.1333333333333,61.25,91,103.25,31,116;0,0,0,0,0,0;791268.483333333,790200,791086,792378.75,788254,794307;0,0,0,0,0,0;0,0,0,0,0,0;36.9666666666667,28,38.5,48,8,48
SensorMeasurementSize54NGroup1NRawSlotNum1ContentionPerRAWSlot59TrafficInterval20000;54;60;1;1;20000;0;59;0,0,0,0,0,0;1,1,1,1,1,1;8.93333333333333,1,1,6.25,0,51;8.8,1,1,6.25,0,51;111.616666666667,104,104,109.25,102,152;0,0,0,0,0,0;46.3833333333333,40,53,56,2,62;0,0,0,0,0,0;718160.066666667,716353.75,717670,720465.25,715730,721551;0,0,0,0,0,0;0,0,0,0,0,0;39.8666666666667,36,48,48,3,48
SensorMeasurementSize154NGroup12NRawSlotNum1ContentionPerRAWSlot59TrafficInterval20000;154;60;12;1;20000;0;59;0.0333333333333333,0,0,0,0,1;1,1,1,1,1,1;36.7333333333333,25.75,41.5,49.25,4,57;36.0166666666667,25.75,41,48,4,56;139.483333333333,129,144,150.25,105,163;0.0166666666666667,0,0,0,0,1;547.116666666667,538,548,556.25,509,583;0,0,0,0,0,0;913048.266666667,912738,913250,913752,912138,913854;0,0,0,0,0,0;0,0,0,0,0,0;47.7833333333333,48,48,48,47,48
SensorMeasurementSize154NGroup16NRawSlotNum1ContentionPerRAWSlot59TrafficInterval20000;154;60;16;1;20000;0;59;0.0666666666666667,0,0,0,0,1;1,1,1,1,1,1;44.3166666666667,40,47,53,6,66;43.5333333333333,39.75,45,52.25,6,65;147.25,142,150,156,109,169;0.0833333333333333,0,0,0,0,1;755.416666666667,740.5,755.5,768.25,721,804;0,0,0,0,0,0;934547.416666667,933968,934470,935060,932596,935494;0,0,0,0,0,0;0,0,0,0,0,0;47.7666666666667,48,48,48,47,48
SensorMeasurementSize154NGroup8NRawSlotNum5ContentionPerRAWSlot44TrafficInterval20000;154;225;8;5;20000;0;44;0.484444444444444,0,0,0,0,7;1,1,1,1,1,1;203.728888888889,77,116,215,1,921;200.995555555556,77,116,215,1,897;314.537777777778,189,238,338,104,987;0.177777777777778,0,0,0,-1,4;4280.06666666667,906,1529,2920,392,50768;0,0,0,0,0,0;950676.56,947544,948558,949440,946139,961633;0.231111111111111,0,0,0,0,7;0,0,0,0,0,0;47.3422222222222,48,48,49,34,50
SensorMeasurementSize54NGroup16NRawSlotNum1ContentionPerRAWSlot59TrafficInterval20000;54;60;16;1;20000;0;59;0.0666666666666667,0,0,0,0,1;1,1,1,1,1,1;43.2666666666667,39,47,51.25,10,59;42.4833333333333,37.75,45.5,51,10,59;146.433333333333,141,149,156,112,162;0.0833333333333333,0,0,0,0,1;747.683333333333,733.5,751,759.5,714,793;0,0,0,0,0,0;934547.416666667,933968,934470,935060,932596,935494;0,0,0,0,0,0;0,0,0,0,0,0;47.7666666666667,48,48,48,47,48
SensorMeasurementSize154NGroup2NRawSlotNum1ContentionPerRAWSlot59TrafficInterval20000;154;60;2;1;20000;0;59;0,0,0,0,0,0;1,1,1,1,1,1;11.9166666666667,1,4,19.25,0,47;11.7333333333333,1,4,19,0,47;114.65,104,107,121.25,102,150;0.0166666666666667,0,0,0,0,1;84.3333333333333,62.5,92,105.25,33,118;0,0,0,0,0,0;791524.15,790374.5,791328,792671.75,788547,794600;0,0,0,0,0,0;0,0,0,0,0,0;36.7166666666667,28,38.5,48,8,48
SensorMeasurementSize154NGroup1NRawSlotNum1ContentionPerRAWSlot59TrafficInterval20000;154;60;1;1;20000;0;59;0,0,0,0,0,0;1,1,1,1,1,1;9,1,1,7.75,0,52;8.86666666666667,1,1,7.75,0,51;111.683333333333,104,104,110.75,102,154;0,0,0,0,0,0;47.85,41,54.5,57,4,65;0,0,0,0,0,0;718155.45,716353.75,717578,720465.25,715730,721551;0,0,0,0,0,0;0,0,0,0,0,0;39.8166666666667,36,48,48,3,48
SensorMeasurementSize154NGroup16NRawSlotNum5ContentionPerRAWSlot44TrafficInterval20000;154;225;16;5;20000;0;44;7.15555555555556,5,8,10,0,16;0.564444444444444,0,1,1,0,1;444.315555555556,406,488,546,69,592;436.142222222222,398,479,534,35,587;472.124444444444,429,506,565,120,612;1.04444444444444,0,1,1,-3,9;197007.324444444,55648,189670,308292,0,650304;0,0,0,0,0,0;972814.32,970959,972003,972894,968542,979017;7.21333333333333,4,9,10,0,13;0,0,0,0,0,0;12.1288888888889,5,8,12,2,49
SensorMeasurementSize154NGroup1NRawSlotNum10ContentionPerRAWSlot134TrafficInterval10000;154;1350;1;10;10000;0;134;0,0,0,0,0,0;0,0,0,0,0,0;4.94592592592593,3,5,6,0,30;4.86740740740741,3,5,6,0,15;7.52814814814815,5,7,9,2,21;-6;0,0,0,0,0,0;0,0,0,0,0,0;892818.097037037,889442,893138,897457.75,143,900807;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0
SensorMeasurementSize54NGroup8NRawSlotNum5ContentionPerRAWSlot94TrafficInterval10000;54;475;8;5;10000;0;94;5.30736842105263,1,5,8,0,38;0.68,0,1,1,0,1;675.951578947368,422.5,658,995.5,41,1203;658.006315789474,415.5,648,955,38,1189;701.088421052632,457,689,1019,58,1216;1.76631578947368,0,1,3,-3,38;258279.717894737,0,203208,468924,0,960375;0,0,0,0,0,0;948368.776842105,944500,946118,949335,936691,961774;5.70105263157895,0,7,9,0,15;0,0,0,0,0,0;12.5136842105263,9,11,15,2,65
SensorMeasurementSize54NGroup1NRawSlotNum10ContentionPerRAWSlot134TrafficInterval10000;54;1350;1;10;10000;0;134;0,0,0,0,0,0;0,0,0,0,0,0;4.94592592592593,3,5,6,0,30;4.86740740740741,3,5,6,0,15;7.52814814814815,5,7,9,2,21;-6;0,0,0,0,0,0;0,0,0,0,0,0;892818.097037037,889442,893138,897457.75,143,900807;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0
SensorMeasurementSize54NGroup2NRawSlotNum5ContentionPerRAWSlot99TrafficInterval10000;54;500;2;5;10000;0;99;0.012,0,0,0,0,1;1,1,1,1,1,1;115.006,78,110,146,0,372;113.664,76.75,108.5,143.25,0,371;328.522,286.75,324,363,201,599;0.028,0,0,0,0,1;178.266,120.75,155,214,89,597;0,0,0,0,0,0;830629.802,821059.5,823133,825031.75,818370,866701;0,0,0,0,0,0;0,0,0,0,0,0;22.386,17,21,27,4,56
SensorMeasurementSize54NGroup8NRawSlotNum10ContentionPerRAWSlot29TrafficInterval20000;54;300;8;10;20000;0;29;12.5666666666667,11,11,15,0,22;0.0833333333333333,0,0,0,0,1;1048.45,1061.75,1117.5,1147,16,1193;1041.47,1055,1111,1137,16,1183;1075.84,1089,1138,1165,79,1216;6.72666666666667,5,5,9,0,16;33530.6833333333,13888.75,25739.5,49146.5,0,138018;0,0,0,0,0,0;961213.77,958732,960187,961068.25,955376,973218;6.75666666666667,7,7,7,0,9;0,0,0,0,0,0;12.3,9,11,14,2,50
SensorMeasurementSize154NGroup8NRawSlotNum5ContentionPerRAWSlot94TrafficInterval10000;154;475;8;5;10000;0;94;5.46736842105263,2,6,8,0,29;0.616842105263158,0,1,1,0,1;708.751578947368,464,700,1020,58,1222;691.164210526316,451.5,688,982.5,57,1182;731.802105263158,489.5,724,1037,78,1217;1.93684210526316,0,1,3.5,-2,23;305791.644210526,0,272844,558957,0,944040;0,0,0,0,0,0;948328.814736842,944490,946118,949325,936052,961774;5.69263157894737,0,7,9,0,14;0,0,0,0,0,0;11.4463157894737,8,11,13,1,80
SensorMeasurementSize154NGroup16NRawSlotNum5ContentionPerRAWSlot49TrafficInterval20000;154;250;16;5;20000;0;49;7.72,6,9,10,0,15;0.64,0,1,1,0,1;454.164,387.25,484.5,562.75,46,609;443.824,376.75,473.5,553.75,37,597;475.028,410.75,505,576.75,64,622;1.328,0,1,2,-4,14;235658.528,92478,261916,334356,0,789286;0,0,0,0,0,0;972554.676,970837,971963,972889.25,966832,978915;8.268,7,10,11,0,14;0,0,0,0,0,0;9.676,5.25,8,12,1,42
SensorMeasurementSize54NGroup1NRawSlotNum5ContentionPerRAWSlot99TrafficInterval10000;54;500;1;5;10000;0;99;0.002,0,0,0,0,1;1,1,1,1,1,1;67.642,44,70,92.25,0,152;66.868,44,70,91,0,152;280.57,256,286,305,202,373;0.004,0,0,0,0,1;74.574,58,72,87,40,152;0,0,0,0,0,0;749905.594,730099.5,732544,773632.75,726746,789031;0,0,0,0,0,0;0,0,0,0,0,0;41.154,33.75,41,48,5,76
SensorMeasurementSize54NGroup2NRawSlotNum10ContentionPerRAWSlot34TrafficInterval20000;54;350;2;10;20000;0;34;0.0228571428571429,0,0,0,0,1;1,1,1,1,1,1;25.9028571428571,4,24.5,39,0,126;25.8628571428571,4,24,39,0,126;134.385714285714,110.25,133.5,149,102,251;0.0114285714285714,0,0,0,0,1;154.957142857143,115.25,136,175,93,442;0,0,0,0,0,0;894754.94,891117.75,892332,893480.25,889574,921186;0,0,0,0,0,0;0,0,0,0,0,0;23.8,19,24,30,3,41
SensorMeasurementSize54NGroup12NRawSlotNum5ContentionPerRAWSlot44TrafficInterval20000;54;225;12;5;20000;0;44;1.89333333333333,0,0,1,0,22;0.973333333333333,1,1,1,0,1;362.511111111111,222,297,414,90,799;353.933333333333,217,290,403,88,787;445.533333333333,320,390,501,176,850;1.30666666666667,0,0,1,0,23;47856.0133333333,4721,6586,11016,2081,431313;0,0,0,0,0,0;966022.653333333,963690,964704,965596,962296,973748;0.742222222222222,0,0,0,0,11;0,0,0,0,0,0;42.1911111111111,46,48,49,5,52
SensorMeasurementSize54NGroup1NRawSlotNum10ContentionPerRAWSlot39TrafficInterval20000;54;400;1;10;20000;0;39;0.0025,0,0,0,0,1;0.9,1,1,1,0,1;15.69,2,6,27,0,77;15.545,2,6,27,0,77;112.11,104,113.5,137,5,193;0.5025,0,0,0,0,5;72.1175,52,69,92,0,204;0,0,0,0,0,0;734363.555,801083,802632,804263.5,16769,851854;0.7,0,0,0,0,7;0,0,0,0,0,0;22.5525,13,23,33,0,49
SensorMeasurementSize54NGroup8NRawSlotNum10ContentionPerRAWSlot24TrafficInterval20000;54;250;8;10;20000;0;24;8.864,6,11,11,0,24;0.612,0,1,1,0,1;744.352,623,816,944,18,1538;730.392,620.5,806,924,18,1082;817.54,722.25,896.5,991.75,119,1146;5.176,4,5,5.75,0,24;16390.748,6936.5,11235.5,20824.75,726,85009;0,0,0,0,0,0;960859.076,958897,959921,961129,956179,973311;4.068,0,4,7,0,10;0,0,0,0,0,0;31.504,21,32,44.75,10,50
SensorMeasurementSize54NGroup1NRawSlotNum2ContentionPerRAWSlot59TrafficInterval20000;54;120;1;2;20000;0;59;0.0166666666666667,0,0,0,0,1;1,1,1,1,1,1;13.1666666666667,1,3.5,23.25,0,52;13.1,1,3.5,23.25,0,52;118.05,104,109,128.25,102,188;0,0,0,0,0,0;65.6166666666667,50,56,99.25,18,111;0,0,0,0,0,0;759316.325,753625.5,759283,764978.5,751411,766744;0,0,0,0,0,0;0,0,0,0,0,0;32.25,20.75,36,48,0,48
SensorMeasurementSize54NGroup1NRawSlotNum10ContentionPerRAWSlot59TrafficInterval10000;54;600;1;10;10000;0;59;0.015,0,0,0,0,1;0.9,1,1,1,0,1;118.541666666667,5.75,48,96.25,0,29035;69.35,5,47,95,0,553;261.608333333333,211.75,260,313,2,799;-0.0633333333333333,0,0,0,-1,5;82.3,48,56.5,95,0,550;0,0,0,0,0,0;651414.403333333,699982,702651,704447,1160,801590;0.0233333333333333,0,0,0,0,7;0,0,0,0,0,0;18.2366666666667,3,12,31,0,89
SensorMeasurementSize54NGroup16NRawSlotNum10ContentionPerRAWSlot64TrafficInterval10000;54;650;16;10;10000;0;64;5.20615384615385,3,5,6,0,14;0.0338461538461538,0,0,0,0,1;549.530769230769,583,600,605,7,1156;537.787692307692,577,598,603,5,616;546.244615384615,588,604,609,13,627;-0.22,-1,-1,-1,-2,5;2656.58153846154,0,0,0,0,170273;0,0,0,0,0,0;974009.332307692,969303.5,974130,978160,962637,984857;1.53076923076923,0,0,0,0,11;0,0,0,0,0,0;5.53538461538462,5,6,6,0,75
SensorMeasurementSize154NGroup16NRawSlotNum10ContentionPerRAWSlot29TrafficInterval20000;154;300;16;10;20000;0;29;5.75,2,8,8,1,12;0,0,0,0,0,0;592.676666666667,576,595,601,3,1170;574.703333333333,575,593,599,3,614;581.18,582,599.5,605,10,620;0.72,-1,1,2,-1,2;0,0,0,0,0,0;0,0,0,0,0,0;977852.003333333,976257,977662,978592,972817,984693;4.29333333333333,0,7,7,0,7;0,0,0,0,0,0;4.62,1,6,6,0,12
SensorMeasurementSize154NGroup2NRawSlotNum10ContentionPerRAWSlot34TrafficInterval20000;154;350;2;10;20000;0;34;0.0228571428571429,0,0,0,0,1;1,1,1,1,1,1;33.7,3,29,49,0,172;33.4885714285714,3,29,49,0,165;143.465714285714,110.25,137.5,164.75,101,297;0.02,0,0,0,0,1;191.7,112,148.5,246.75,93,620;0,0,0,0,0,0;876759.345714286,872180.5,873414,874565.25,870130,911712;0,0,0,0,0,0;0,0,0,0,0,0;23.0771428571429,11,22,34,1,50
SensorMeasurementSize54NGroup4NRawSlotNum2ContentionPerRAWSlot59TrafficInterval20000;54;120;4;2;20000;0;59;0.05,0,0,0,0,1;1,1,1,1,1,1;29.025,4.75,35,46,0,57;28.8416666666667,4.75,35,46,0,56;135.658333333333,107.75,143,152,102,185;0,0,0,0,0,0;179.008333333333,167,172,179.25,153,265;0,0,0,0,0,0;862797.525,852767,862103.5,873100,850107,874094;0,0,0,0,0,0;0,0,0,0,0,0;47.8583333333333,48,48,48,47,48
SensorMeasurementSize54NGroup12NRawSlotNum2ContentionPerRAWSlot59TrafficInterval20000;54;120;12;2;20000;0;59;0.05,0,0,0,0,1;1,1,1,1,1,1;47.9833333333333,43,53,56,1,74;47.15,42.75,52,55,1,67;155.033333333333,145.75,159,167.25,104,188;0,0,0,0,0,0;597.675,579,591,603.5,549,737;0,0,0,0,0,0;946911.516666667,942835.25,946780.5,950646,941655,951763;0,0,0,0,0,0;0,0,0,0,0,0;47.8,48,48,48,47,49
SensorMeasurementSize54NGroup4NRawSlotNum5ContentionPerRAWSlot49TrafficInterval20000;54;250;4;5;20000;0;49;0.008,0,0,0,0,1;1,1,1,1,1,1;35.468,20,45,50,1,78;35.204,19.25,45,50,1,78;146.096,128,152,160,102,197;0.008,0,0,0,0,1;202.764,192,197,201,183,381;0,0,0,0,0,0;906099.752,900723.5,901853,902749,899639,926359;0,0,0,0,0,0;0,0,0,0,0,0;48.004,48,48,48,47,50
SensorMeasurementSize54NGroup16NRawSlotNum10ContentionPerRAWSlot29TrafficInterval20000;54;300;16;10;20000;0;29;6.91333333333333,2,8,10,0,13;0.0233333333333333,0,0,0,0,1;575.36,552.75,586,597,18,1111;556.51,547,580.5,593,17,610;566.833333333333,558,591,602,24,620;1.87333333333333,-1,2,4,-1,6;11083.84,0,0,9759.75,0,109718;0,0,0,0,0,0;977854.45,976257,977635,978592,973528,984693;4.99333333333333,0,7,7,0,10;0,0,0,0,0,0;6.21666666666667,4,6,7,0,13
SensorMeasurementSize54NGroup8NRawSlotNum2ContentionPerRAWSlot59TrafficInterval20000;54;120;8;2;20000;0;59;0.0333333333333333,0,0,0,0,1;1,1,1,1,1,1;41.6,32.75,49,53,3,61;41.05,31.75,48,52,3,60;149.3,136.75,153,164,104,188;0.00833333333333333,0,0,0,0,1;378.708333333333,372,379,386,357,399;0,0,0,0,0,0;922113.683333333,916118,922021.5,927791,915206,928897;0,0,0,0,0,0;0,0,0,0,0,0;47.8583333333333,48,48,48,47,49
SensorMeasurementSize154NGroup4NRawSlotNum2ContentionPerRAWSlot59TrafficInterval20000;154;120;4;2;20000;0;59;0.05,0,0,0,0,1;1,1,1,1,1,1;29.3833333333333,5,36,46.25,0,56;29.175,5,35.5,46.25,0,54;136.041666666667,107.75,143.5,153,102,185;0,0,0,0,0,0;182.391666666667,170.75,176,184,154,267;0,0,0,0,0,0;862742.741666667,852708,862049.5,873051,850048,874045;0,0,0,0,0,0;0,0,0,0,0,0;47.8583333333333,48,48,48,47,48
SensorMeasurementSize154NGroup4NRawSlotNum10ContentionPerRAWSlot34TrafficInterval10000;154;350;4;10;10000;0;34;8.31428571428571,8,8,8,0,15;0.0371428571428571,0,0,0,0,1;2244.01714285714,2376,2389,2399,4,4385;2236.63428571429,2375,2387,2397,3,2414;2253.83142857143,2385,2396,2405,16,2427;2.53714285714286,2,2,2,0,9;6032.78571428571,0,0,9914.5,0,37137;0,0,0,0,0,0;925001.06,921892,923101,924300,911722,948631;6.74,7,7,7,0,7;0,0,0,0,0,0;6.13142857142857,2,2,4,0,100
SensorMeasurementSize54NGroup16NRawSlotNum2ContentionPerRAWSlot59TrafficInterval20000;54;120;16;2;20000;0;59;0.025,0,0,0,0,1;1,1,1,1,1,1;55.4666666666667,50,56,63.25,5,98;54.6,49,55.5,63,5,93;161.916666666667,154,165,173,107,202;0.0333333333333333,0,0,0,0,1;907.908333333333,795,833,967,757,1526;0,0,0,0,0,0;958074.158333333,954930.25,957919,960950,953917,962067;0,0,0,0,0,0;0,0,0,0,0,0;47.8666666666667,47,48,48,47,50
SensorMeasurementSize154NGroup16NRawSlotNum10ContentionPerRAWSlot64TrafficInterval10000;154;650;16;10;10000;0;64;5.42615384615385,4,5,6,1,14;0.00615384615384615,0,0,0,0,1;570.195384615385,599,603,606,3,1177;560.935384615385,599,602,605,1,616;565.446153846154,603,606,609,6,632;-0.610769230769231,-1,-1,-1,-1,3;1216.57538461538,0,0,0,0,706347;0,0,0,0,0,0;974032.607692308,969311.25,974239.5,978160,964152,984857;1.05230769230769,0,0,0,0,7;0,0,0,0,0,0;3.99692307692308,0,6,6,0,94
SensorMeasurementSize54NGroup2NRawSlotNum2ContentionPerRAWSlot59TrafficInterval20000;54;120;2;2;20000;0;59;0,0,0,0,0,0;1,1,1,1,1,1;20.2916666666667,2,17,37.25,0,51;20.1416666666667,2,16.5,36.25,0,51;126.758333333333,106,123.5,145,102,196;0.00833333333333333,0,0,0,0,1;100.375,71,96.5,111.25,61,173;0,0,0,0,0,0;832012.783333333,821240.75,831749.5,842643.25,819037,844430;0,0,0,0,0,0;0,0,0,0,0,0;34.8583333333333,26,37.5,46,6,48
SensorMeasurementSize54NGroup12NRawSlotNum5ContentionPerRAWSlot119TrafficInterval10000;54;600;12;5;10000;0;119;2.235,0,0,3,0,17;0.155,0,0,0,0,1;387.551666666667,206,336.5,560.25,22,823;380.901666666667,203.5,333.5,537.25,22,821;406.296666666667,225.75,353,581,44,839;-0.0666666666666667,-1,-1,0,-5,14;83293.665,0,0,0,0,867031;0,0,0,0,0,0;962117.855,958812,960626,965358.25,952903,973828;2.73166666666667,0,0,7,0,20;0,0,0,0,0,0;10.1883333333333,8,10,12,0,33
SensorMeasurementSize154NGroup12NRawSlotNum2ContentionPerRAWSlot59TrafficInterval20000;154;120;12;2;20000;0;59;0.05,0,0,0,0,1;1,1,1,1,1,1;50.1416666666667,45.5,53,58,4,82;49.2666666666667,44.5,52,56.25,4,82;157.15,148.75,159,169.25,107,193;0,0,0,0,0,0;655.933333333333,587,607,668.25,553,1216;0,0,0,0,0,0;946651.358333333,942551,946519.5,950401,941537,951517;0,0,0,0,0,0;0,0,0,0,0,0;47.8333333333333,48,48,48,47,49
SensorMeasurementSize154NGroup8NRawSlotNum2ContentionPerRAWSlot59TrafficInterval20000;154;120;8;2;20000;0;59;0.0333333333333333,0,0,0,0,1;1,1,1,1,1,1;41.825,32,47.5,52,1,65;41.3666666666667,31.75,47,52,1,62;149.633333333333,134.75,152.5,164,104,191;0.00833333333333333,0,0,0,0,1;385.258333333333,376,384,391,360,438;0,0,0,0,0,0;922060.358333333,916058,921938,927742,915117,928897;0,0,0,0,0,0;0,0,0,0,0,0;47.875,48,48,48,47,49
SensorMeasurementSize154NGroup2NRawSlotNum2ContentionPerRAWSlot59TrafficInterval20000;154;120;2;2;20000;0;59;0,0,0,0,0,0;1,1,1,1,1,1;20.4,2,17,36.25,0,54;20.2416666666667,2,17,36,0,54;126.725,105,123.5,144,102,196;0.00833333333333333,0,0,0,0,1;102.608333333333,72,99,114.75,63,176;0,0,0,0,0,0;832212.333333333,821512,831892,842860.25,818978,844626;0,0,0,0,0,0;0,0,0,0,0,0;34.6333333333333,24,37,46,3,48
SensorMeasurementSize54NGroup16NRawSlotNum5ContentionPerRAWSlot124TrafficInterval10000;54;625;16;5;10000;0;124;1.7344,0,0,0,0,19;0.1184,0,0,0,0,1;329.9632,178,319,507,21,694;324.832,175,317,493,19,617;344.3376,194,333,522,38,629;-0.4224,-1,-1,0,-4,5;35004.3024,0,0,0,0,932992;0,0,0,0,0,0;968689.3936,964063,969255,972470,957805,979117;1.8352,0,0,4,0,13;0,0,0,0,0,0;9.688,8,10,11,0,22
SensorMeasurementSize154NGroup16NRawSlotNum2ContentionPerRAWSlot59TrafficInterval20000;154;120;16;2;20000;0;59;0.025,0,0,0,0,1;1,1,1,1,1,1;70.85,54,69.5,91,7,131;69.825,54,67.5,88.5,6,130;177.408333333333,158,178,196,109,241;0.0333333333333333,0,0,0,0,1;1366.88333333333,888.75,1202,1733.5,770,2651;0,0,0,0,0,0;957817.491666667,954658,957603.5,960705,953622,961821;0,0,0,0,0,0;0,0,0,0,0,0;47.9083333333333,48,48,48,47,50
SensorMeasurementSize154NGroup2NRawSlotNum5ContentionPerRAWSlot49TrafficInterval20000;154;250;2;5;20000;0;49;0.004,0,0,0,0,1;1,1,1,1,1,1;25.084,3,25,42.75,0,70;24.984,3,25,42,0,70;133.332,108,134,151.75,102,190;0.004,0,0,0,0,1;131.872,100.25,124.5,158.75,86,245;0,0,0,0,0,0;883165.068,877833.5,879061.5,880197.5,876256,903430;0,0,0,0,0,0;0,0,0,0,0,0;29.928,21,31,40,3,49
SensorMeasurementSize54NGroup2NRawSlotNum5ContentionPerRAWSlot49TrafficInterval20000;54;250;2;5;20000;0;49;0.004,0,0,0,0,1;1,1,1,1,1,1;24.736,3,24,42,0,62;24.636,3,23.5,42,0,56;133.02,107,134,151,102,196;0,0,0,0,0,0;124.964,97,114,150,84,197;0,0,0,0,0,0;883741.54,878425,879678,880797,876825,903829;0,0,0,0,0,0;0,0,0,0,0,0;31.7,23,32,43,3,50
